fraudulent,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,located_in_US,low_required_education,money_in_title,money_in_description,consecutive_punctuation,des_avg_sent_length,has_no_company_profile,has_short_company_profile,has_short_description,has_short_requirements
1,0,58,81,2,0,0,0,1,0.0,0.0,0.0,0,15.0,1,1,0,0
0,143,27,49,118,1,1,0,0,0.0,0.0,0.0,0,6.5,0,0,0,0
0,120,376,0,0,1,1,0,1,0.0,0.0,1.0,0,21.5,0,0,0,1
0,0,219,50,7,0,0,0,1,1.0,0.0,0.0,0,37.5,1,1,0,0
0,77,43,11,0,1,1,1,0,0.0,0.0,0.0,0,12.75,0,0,0,0
1,0,58,81,2,0,0,0,1,0.0,0.0,0.0,0,124.0,1,1,0,0
1,0,71,110,20,0,0,0,0,0.0,0.0,0.0,0,13.666666666666666,1,1,0,0
0,125,72,56,21,1,1,0,0,0.0,0.0,0.0,0,12.4,0,0,0,0
0,75,162,0,0,1,1,0,1,0.0,0.0,0.0,0,28.75,0,0,0,1
0,29,392,49,0,0,0,0,0,0.0,0.0,0.0,0,11.0,0,0,0,0
1,0,28,0,0,0,0,0,0,0.0,0.0,0.0,0,18.714285714285715,1,1,0,1
1,47,116,163,56,1,1,1,0,0.0,0.0,0.0,0,16.0,0,0,0,0
0,126,39,25,0,1,1,1,1,0.0,0.0,0.0,0,56.5,0,0,0,0
1,49,135,18,8,1,1,0,1,0.0,0.0,0.0,0,32.0,0,0,0,0
0,120,142,83,79,1,1,1,0,0.0,0.0,0.0,0,14.928571428571429,0,0,0,0
1,0,68,118,48,1,1,1,0,0.0,0.0,0.0,0,40.375,1,1,0,0
0,125,105,26,42,1,1,1,1,1.0,0.0,0.0,0,26.875,0,0,0,0
0,20,77,0,11,1,1,1,1,0.0,0.0,0.0,0,43.5,0,0,0,1
1,70,122,252,81,1,1,1,1,0.0,0.0,0.0,0,26.6,0,0,0,0
0,25,126,0,0,0,0,0,1,0.0,0.0,0.0,0,41.0,0,0,0,1
1,0,148,1,27,0,0,0,1,0.0,0.0,0.0,0,13.4,1,1,0,1
1,0,248,91,0,0,0,0,0,0.0,0.0,0.0,0,30.5,1,1,0,0
0,0,137,30,0,0,0,0,0,0.0,0.0,0.0,0,17.0,1,1,0,0
0,0,76,57,16,0,0,1,1,1.0,0.0,0.0,0,32.333333333333336,1,1,0,0
0,145,114,84,260,1,1,1,1,0.0,0.0,0.0,0,15.714285714285714,0,0,0,0
0,10,43,16,3,1,1,1,0,0.0,0.0,0.0,0,27.0,0,0,0,0
0,84,103,28,40,1,1,1,1,0.0,0.0,0.0,0,59.0,0,0,0,0
1,41,232,153,0,1,1,0,1,0.0,0.0,0.0,0,12.133333333333333,0,0,0,0
0,124,195,51,53,1,1,1,1,0.0,0.0,0.0,0,16.23076923076923,0,0,0,0
1,0,58,81,2,0,0,0,1,0.0,0.0,0.0,0,54.333333333333336,1,1,0,0
1,0,152,119,15,0,0,1,1,1.0,0.0,0.0,0,9.25,1,1,0,0
0,133,281,84,39,1,1,1,0,0.0,0.0,0.0,0,11.5,0,0,0,0
0,76,154,68,30,1,1,1,1,1.0,0.0,0.0,0,19.5,0,0,0,0
0,77,123,135,0,1,1,1,1,0.0,0.0,1.0,0,17.142857142857142,0,0,0,0
0,66,23,0,0,1,1,0,0,0.0,0.0,0.0,0,10.666666666666666,0,0,0,1
0,9,126,0,0,0,0,0,0,0.0,0.0,0.0,0,16.333333333333332,0,1,0,1
0,25,128,0,0,0,0,0,0,0.0,0.0,0.0,0,7.7272727272727275,0,0,0,1
0,64,41,67,0,1,1,0,0,0.0,0.0,0.0,0,14.75,0,0,0,0
0,60,153,22,217,1,1,0,0,0.0,0.0,0.0,0,15.714285714285714,0,0,0,0
0,77,42,9,3,1,1,1,1,0.0,0.0,0.0,0,35.285714285714285,0,0,0,1
0,78,190,81,0,1,1,0,0,0.0,0.0,0.0,0,19.7,0,0,0,0
1,71,6,0,0,1,1,0,1,0.0,0.0,0.0,0,20.5,0,0,1,1
0,74,241,100,123,1,1,1,0,0.0,0.0,0.0,0,13.875,0,0,0,0
1,125,210,139,0,1,1,1,0,0.0,0.0,0.0,0,26.0,0,0,0,0
1,0,138,159,0,0,0,0,0,0.0,0.0,0.0,0,28.833333333333332,1,1,0,0
1,0,78,26,2,0,0,1,1,0.0,0.0,0.0,0,27.0,1,1,0,0
1,0,139,61,0,0,0,0,1,0.0,0.0,1.0,0,10.6,1,1,0,0
0,14,70,114,13,1,1,0,0,0.0,0.0,0.0,0,14.5,0,0,0,0
1,0,60,13,14,0,0,0,1,0.0,0.0,0.0,0,15.8,1,1,0,0
0,0,102,60,11,0,0,0,1,0.0,0.0,1.0,0,35.0,1,1,0,0
0,43,258,136,0,1,1,0,0,0.0,0.0,0.0,0,67.5,0,0,0,0
0,31,155,129,61,1,1,1,0,0.0,0.0,0.0,0,9.666666666666666,0,0,0,0
0,77,38,8,2,1,1,1,1,0.0,0.0,0.0,0,16.210526315789473,0,0,0,1
0,78,166,74,0,1,1,0,1,0.0,0.0,0.0,0,15.071428571428571,0,0,0,0
1,0,41,35,27,0,0,0,0,0.0,0.0,0.0,0,20.25,1,1,0,0
1,47,73,39,9,1,1,1,1,0.0,0.0,0.0,0,23.416666666666668,0,0,0,0
0,28,73,38,34,1,1,1,1,0.0,0.0,0.0,0,58.5,0,0,0,0
0,25,204,54,0,0,0,0,0,0.0,0.0,0.0,0,14.277777777777779,0,0,0,0
1,0,335,0,0,0,0,0,0,0.0,0.0,0.0,0,16.666666666666668,1,1,0,1
1,0,140,27,48,0,0,0,1,0.0,0.0,0.0,0,10.5,1,1,0,0
0,0,120,63,33,0,0,1,1,1.0,0.0,0.0,0,20.166666666666668,1,1,0,0
1,41,281,115,0,1,1,0,1,1.0,0.0,0.0,0,12.75,0,0,0,0
0,0,87,0,0,0,0,0,1,1.0,0.0,1.0,0,23.0,1,1,0,1
0,8,129,49,10,1,1,1,1,0.0,0.0,0.0,0,16.2,0,1,0,0
0,308,166,306,309,1,1,1,0,0.0,0.0,0.0,0,17.5,0,0,0,0
1,0,115,0,0,0,0,0,0,1.0,0.0,0.0,0,10.666666666666666,1,1,0,1
0,88,94,63,94,1,1,0,0,0.0,0.0,0.0,0,16.066666666666666,0,0,0,0
0,38,131,60,31,1,1,1,0,0.0,0.0,0.0,0,13.272727272727273,0,0,0,0
1,0,120,37,0,0,0,0,0,0.0,0.0,0.0,0,21.666666666666668,1,1,0,0
1,41,421,96,23,1,1,0,1,0.0,0.0,0.0,0,11.235294117647058,0,0,0,0
0,206,436,0,0,1,1,1,1,0.0,0.0,1.0,0,35.0,0,0,0,1
0,14,68,50,27,0,0,1,0,0.0,0.0,0.0,0,20.142857142857142,0,0,0,0
0,50,12,15,0,1,1,0,0,0.0,0.0,0.0,0,15.5,0,0,0,0
1,0,113,114,0,0,0,0,1,0.0,0.0,0.0,0,34.0,1,1,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,38.833333333333336,0,0,0,0
0,65,120,56,51,1,1,1,0,0.0,0.0,0.0,0,22.285714285714285,0,0,0,0
0,292,116,6,0,1,1,0,1,0.0,0.0,0.0,0,42.57142857142857,0,0,0,1
1,71,30,42,13,1,1,0,1,0.0,0.0,0.0,0,79.0,0,0,0,0
0,12,48,35,0,1,1,0,1,1.0,0.0,0.0,0,19.0,0,0,0,0
0,0,150,94,0,0,0,0,1,0.0,0.0,0.0,0,14.2,1,1,0,0
1,0,221,68,22,0,0,0,1,0.0,0.0,0.0,0,14.88888888888889,1,1,0,0
0,24,71,130,1,1,1,1,1,0.0,0.0,0.0,0,30.5,0,0,0,0
1,0,52,19,34,0,0,0,1,0.0,0.0,0.0,0,16.571428571428573,1,1,0,0
0,94,263,0,0,1,1,0,1,0.0,0.0,0.0,0,12.0,0,0,0,1
0,78,114,80,0,1,1,0,0,0.0,0.0,0.0,0,20.0,0,0,0,0
0,153,177,140,0,1,1,0,1,0.0,0.0,0.0,0,21.416666666666668,0,0,0,0
1,41,213,73,0,1,1,0,1,0.0,0.0,0.0,0,12.416666666666666,0,0,0,0
1,125,154,99,0,1,1,1,0,0.0,0.0,0.0,0,19.285714285714285,0,0,0,0
1,0,98,41,35,0,0,0,0,0.0,0.0,0.0,0,6.0,1,1,0,0
0,130,48,116,0,1,1,0,0,0.0,0.0,0.0,0,16.0,0,0,0,0
0,50,172,78,0,1,1,1,0,0.0,0.0,0.0,0,18.25,0,0,0,0
0,25,206,0,0,0,0,0,1,0.0,0.0,0.0,0,8.75,0,0,0,1
0,198,17,460,0,1,1,1,1,0.0,0.0,0.0,0,18.235294117647058,0,0,0,0
1,0,43,6,3,0,0,0,0,0.0,0.0,0.0,0,16.2,1,1,0,1
0,0,297,92,108,1,1,0,0,0.0,0.0,0.0,0,19.473684210526315,1,1,0,0
0,0,74,103,11,0,0,0,1,0.0,0.0,1.0,0,15.0,1,1,0,0
1,0,268,33,114,0,0,0,1,0.0,0.0,0.0,0,45.42857142857143,1,1,0,0
0,77,31,9,2,1,1,1,0,0.0,0.0,0.0,0,14.555555555555555,0,0,0,1
1,45,133,55,0,1,1,1,0,0.0,0.0,0.0,0,14.444444444444445,0,0,0,0
0,100,509,0,0,1,1,1,1,0.0,0.0,0.0,0,43.0,0,0,0,1
0,59,151,114,34,1,1,0,1,1.0,0.0,0.0,0,42.333333333333336,0,0,0,0
0,94,56,90,0,1,1,1,1,1.0,0.0,0.0,0,135.0,0,0,0,0
0,29,142,42,23,1,1,0,0,0.0,0.0,0.0,0,10.875,0,0,0,0
0,40,83,155,32,1,1,1,1,0.0,0.0,0.0,0,19.0,0,0,0,0
0,3,137,0,0,1,1,0,1,0.0,0.0,0.0,0,18.285714285714285,0,1,0,1
0,0,39,19,7,0,0,0,0,0.0,0.0,0.0,0,6.6,1,1,0,0
1,0,58,81,2,0,0,0,1,0.0,0.0,0.0,0,13.25,1,1,0,0
1,0,187,96,22,0,0,0,1,0.0,0.0,0.0,0,11.090909090909092,1,1,0,0
0,0,176,60,29,1,1,0,1,0.0,0.0,0.0,0,9.583333333333334,1,1,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,15.8,0,0,0,0
1,0,113,114,0,0,0,0,1,0.0,0.0,0.0,1,14.0,1,1,0,0
1,71,43,12,5,1,1,0,1,0.0,0.0,0.0,0,16.875,0,0,0,0
0,37,121,182,23,1,1,1,0,0.0,0.0,0.0,0,20.75,0,0,0,0
0,39,98,57,25,1,1,1,1,0.0,0.0,0.0,0,11.428571428571429,0,0,0,0
0,0,187,90,32,0,0,0,0,0.0,0.0,0.0,0,14.0,1,1,0,0
1,75,59,28,31,1,1,0,1,0.0,0.0,0.0,0,18.88888888888889,0,0,0,0
0,38,209,34,31,1,1,1,0,0.0,0.0,0.0,0,14.444444444444445,0,0,0,0
0,35,17,85,0,1,1,1,1,0.0,0.0,0.0,0,24.0,0,0,0,0
0,157,153,125,237,1,1,0,0,0.0,0.0,0.0,0,13.083333333333334,0,0,0,0
1,0,88,0,0,0,0,0,0,0.0,0.0,0.0,0,19.4,1,1,0,1
0,41,250,0,0,1,1,1,1,0.0,0.0,0.0,0,14.0,0,0,0,1
0,77,329,200,0,1,1,0,1,0.0,0.0,0.0,0,10.75,0,0,0,0
1,0,68,17,54,0,0,0,1,0.0,0.0,0.0,0,20.444444444444443,1,1,0,0
1,0,278,46,22,0,0,0,0,0.0,0.0,0.0,0,119.0,1,1,0,0
0,120,109,80,77,1,1,1,0,0.0,0.0,0.0,0,18.8,0,0,0,0
0,0,311,73,60,0,0,0,0,0.0,0.0,0.0,0,15.8,1,1,0,0
0,0,50,54,17,0,0,0,0,0.0,0.0,0.0,0,19.53846153846154,1,1,0,0
0,0,136,53,12,1,1,0,1,0.0,0.0,0.0,0,79.0,1,1,0,0
0,0,46,15,7,1,1,1,1,1.0,0.0,0.0,0,11.444444444444445,1,1,0,0
0,128,117,53,9,1,1,1,0,0.0,0.0,0.0,0,15.75,0,0,0,0
1,75,59,28,31,1,1,0,0,0.0,0.0,0.0,0,30.6,0,0,0,0
1,146,406,137,73,1,1,1,1,0.0,0.0,0.0,0,30.857142857142858,0,0,0,0
1,0,304,94,0,0,0,0,1,1.0,0.0,0.0,0,11.444444444444445,1,1,0,0
0,82,210,38,31,1,1,0,0,0.0,0.0,0.0,0,21.25,0,0,0,0
0,39,161,89,11,1,1,0,0,0.0,0.0,1.0,0,17.625,0,0,0,0
1,0,60,13,19,0,0,0,0,0.0,0.0,0.0,0,14.571428571428571,1,1,0,0
1,0,45,14,53,0,0,0,1,0.0,0.0,0.0,0,8.777777777777779,1,1,0,0
1,0,91,0,0,0,0,0,1,0.0,0.0,0.0,0,12.727272727272727,1,1,0,1
0,42,189,0,0,1,1,0,1,0.0,0.0,0.0,0,8.0,0,0,0,1
1,47,73,39,9,1,1,1,1,0.0,0.0,0.0,0,12.88888888888889,0,0,0,0
0,78,156,79,0,1,1,0,1,0.0,0.0,0.0,0,27.2,0,0,0,0
1,64,92,50,123,1,1,1,1,0.0,0.0,0.0,0,223.0,0,0,0,0
1,125,266,77,210,1,1,0,1,0.0,0.0,0.0,0,22.0,0,0,0,0
1,0,45,14,53,0,0,0,1,0.0,0.0,0.0,0,18.904761904761905,1,1,0,0
0,59,163,63,0,1,1,0,1,0.0,0.0,0.0,0,12.272727272727273,0,0,0,0
0,0,88,47,60,0,0,1,0,0.0,0.0,0.0,0,63.0,1,1,0,0
1,0,126,143,0,0,0,1,1,0.0,0.0,0.0,0,17.5,1,1,0,0
1,39,183,0,0,1,1,0,1,0.0,0.0,0.0,0,22.0,0,0,0,1
1,0,88,0,0,0,0,0,0,0.0,0.0,0.0,0,16.2,1,1,0,1
1,0,454,80,22,0,0,0,1,0.0,0.0,0.0,0,10.347826086956522,1,1,0,0
1,0,2,0,0,0,0,0,1,0.0,0.0,0.0,0,9.333333333333334,1,1,1,1
1,64,55,99,123,1,1,1,1,0.0,0.0,0.0,0,43.0,0,0,0,0
1,0,115,0,0,0,0,0,0,0.0,0.0,0.0,0,14.333333333333334,1,1,0,1
0,63,358,101,4,0,0,0,1,0.0,0.0,0.0,0,11.5,0,0,0,0
0,85,21,0,0,1,1,0,1,0.0,0.0,1.0,0,29.333333333333332,0,0,0,1
1,124,27,37,10,1,1,1,0,0.0,0.0,0.0,0,7.0,0,0,0,0
0,106,341,53,0,1,1,1,1,0.0,0.0,0.0,0,171.0,0,0,0,0
1,111,73,49,119,1,1,1,0,0.0,0.0,0.0,0,21.5,0,0,0,0
1,71,43,12,5,1,1,0,0,0.0,0.0,0.0,0,6.0,0,0,0,0
0,84,10,24,31,1,1,1,1,0.0,0.0,0.0,0,7.5,0,0,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,165.0,0,0,0,0
1,0,224,0,0,0,0,0,0,0.0,0.0,1.0,0,17.625,1,1,0,1
1,0,45,14,53,0,0,0,1,0.0,0.0,0.0,0,18.833333333333332,1,1,0,0
0,33,35,29,30,1,1,1,1,0.0,0.0,1.0,0,18.0,0,0,0,0
1,0,573,46,22,0,0,0,1,0.0,0.0,0.0,0,20.333333333333332,1,1,0,0
0,96,171,87,13,1,1,1,1,0.0,0.0,0.0,0,49.5,0,0,0,0
1,0,144,37,0,0,0,0,1,1.0,0.0,0.0,0,12.0,1,1,0,0
1,0,34,8,4,0,0,0,1,0.0,0.0,1.0,0,19.0,1,1,0,1
0,267,293,88,87,1,1,0,1,0.0,0.0,1.0,0,8.4,0,0,0,0
1,0,53,3,0,0,0,0,1,0.0,0.0,1.0,0,19.0,1,1,0,1
1,125,201,64,158,1,1,1,0,0.0,0.0,0.0,0,25.25,0,0,0,0
0,13,56,3,0,1,1,1,0,0.0,0.0,0.0,0,13.11111111111111,0,0,0,1
0,229,211,0,0,1,1,0,0,0.0,0.0,0.0,0,14.0,0,0,0,1
0,27,9,138,5,1,1,1,1,1.0,0.0,0.0,0,31.2,0,0,1,0
1,0,112,0,0,0,0,0,1,1.0,0.0,0.0,0,24.666666666666668,1,1,0,1
1,41,456,97,22,1,1,0,1,0.0,0.0,0.0,0,39.27272727272727,0,0,0,0
0,269,163,123,20,1,1,0,0,0.0,0.0,0.0,0,124.0,0,0,0,0
1,0,58,109,36,0,0,0,1,0.0,0.0,0.0,0,15.631578947368421,1,1,0,0
0,124,256,60,67,1,1,1,1,1.0,0.0,0.0,0,15.0,0,0,0,0
1,0,123,31,0,0,0,1,1,0.0,0.0,1.0,0,8.0,1,1,0,0
1,0,67,15,0,0,0,0,1,0.0,0.0,0.0,0,20.77777777777778,1,1,0,0
1,125,226,0,0,1,1,0,1,0.0,0.0,0.0,0,17.4,0,0,0,1
1,45,20,54,0,1,1,0,1,0.0,0.0,0.0,0,14.083333333333334,0,0,0,0
0,136,90,63,24,1,1,1,0,0.0,0.0,0.0,0,10.4,0,0,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,16.142857142857142,0,0,0,0
1,0,67,111,20,0,0,0,0,0.0,0.0,0.0,0,17.333333333333332,1,1,0,0
1,0,47,65,0,0,0,0,1,0.0,0.0,0.0,0,42.375,1,1,0,0
0,34,76,53,31,1,1,1,1,0.0,0.0,0.0,0,6.4,0,0,0,0
1,0,226,90,0,0,0,0,1,0.0,0.0,0.0,0,12.5,1,1,0,0
1,0,215,0,0,0,0,0,1,0.0,0.0,0.0,0,20.692307692307693,1,1,0,1
0,177,74,41,76,1,1,1,1,0.0,0.0,0.0,0,14.909090909090908,0,0,0,0
0,25,106,0,0,0,0,0,0,0.0,0.0,0.0,0,13.0,0,0,0,1
1,0,26,21,0,0,0,0,0,0.0,0.0,0.0,0,29.5,1,1,0,0
0,0,49,21,8,0,0,0,0,0.0,0.0,0.0,0,14.285714285714286,1,1,0,0
1,125,270,38,47,1,1,0,0,0.0,0.0,0.0,0,13.0,0,0,0,0
1,0,185,0,0,0,0,0,1,0.0,0.0,0.0,0,22.2,1,1,0,1
1,0,115,0,0,0,0,0,1,0.0,0.0,1.0,0,16.61111111111111,1,1,0,1
1,0,54,0,0,0,0,1,1,0.0,0.0,1.0,0,33.0,1,1,0,1
0,33,291,160,13,1,1,0,1,1.0,0.0,1.0,0,14.411764705882353,0,0,0,0
1,125,107,160,65,1,1,1,1,0.0,0.0,0.0,0,17.285714285714285,0,0,0,0
1,0,84,47,21,0,0,0,1,0.0,0.0,0.0,0,18.523809523809526,1,1,0,0
1,0,69,45,46,0,0,0,1,0.0,0.0,0.0,0,15.5,1,1,0,0
0,78,221,159,0,1,1,0,1,0.0,0.0,0.0,0,8.0,0,0,0,0
0,186,245,119,21,1,1,1,1,0.0,0.0,0.0,0,7.0,0,0,0,0
0,0,245,137,12,0,0,0,1,0.0,0.0,1.0,0,20.1,1,1,0,0
0,167,267,65,7,1,1,1,0,0.0,0.0,0.0,0,19.333333333333332,0,0,0,0
1,84,75,35,19,1,1,1,0,0.0,0.0,0.0,0,26.666666666666668,0,0,0,0
1,41,232,153,0,1,1,0,0,0.0,0.0,0.0,0,21.25,0,0,0,0
0,74,80,67,44,1,1,1,1,0.0,0.0,0.0,0,16.75,0,0,0,0
0,0,61,0,0,0,0,0,0,0.0,0.0,0.0,0,94.0,1,1,0,1
1,41,220,68,22,1,1,0,1,0.0,0.0,0.0,0,30.2,0,0,0,0
1,0,58,81,2,0,0,0,0,0.0,0.0,0.0,0,13.5,1,1,0,0
1,0,173,47,0,0,0,0,0,0.0,0.0,0.0,0,94.0,1,1,0,0
0,78,648,82,0,1,1,0,1,0.0,0.0,0.0,0,10.857142857142858,0,0,0,0
0,0,113,0,0,1,1,1,0,0.0,0.0,0.0,0,14.363636363636363,1,1,0,1
1,0,91,0,26,0,0,0,1,0.0,0.0,0.0,0,16.5,1,1,0,1
0,10,37,19,3,1,1,0,0,0.0,0.0,0.0,0,9.25,0,0,0,0
0,9,50,17,0,1,1,0,0,0.0,0.0,0.0,0,17.125,0,1,0,0
1,0,231,91,0,0,0,0,1,0.0,0.0,0.0,0,19.4,1,1,0,0
1,0,54,0,0,0,0,0,1,0.0,0.0,0.0,0,20.5,1,1,0,1
0,77,43,11,3,1,1,1,0,0.0,0.0,0.0,0,16.0,0,0,0,0
0,269,206,153,23,1,1,0,1,1.0,0.0,0.0,0,9.333333333333334,0,0,0,0
0,26,52,3,0,1,1,1,1,0.0,0.0,0.0,0,25.75,0,0,0,1
1,0,54,0,0,0,0,1,0,0.0,0.0,0.0,0,9.666666666666666,1,1,0,1
1,0,137,3,10,0,0,0,0,0.0,0.0,0.0,0,12.4,1,1,0,1
0,153,224,60,0,1,1,1,0,0.0,0.0,0.0,0,13.37037037037037,0,0,0,0
1,0,124,0,0,0,0,0,0,0.0,0.0,0.0,0,21.666666666666668,1,1,0,1
0,155,321,42,0,1,1,0,0,0.0,0.0,0.0,0,16.4,0,0,0,0
1,0,215,22,25,0,0,1,1,0.0,0.0,0.0,0,24.0,1,1,0,0
1,0,312,79,0,0,0,0,0,0.0,0.0,0.0,0,18.0,1,1,0,0
1,71,43,8,10,1,1,0,1,0.0,0.0,0.0,0,9.0,0,0,0,1
0,64,174,124,72,1,1,0,1,1.0,0.0,0.0,0,13.7,0,0,0,0
0,142,98,57,24,1,1,1,0,0.0,0.0,0.0,0,16.25,0,0,0,0
1,0,68,17,54,0,0,0,1,0.0,0.0,1.0,0,19.0,1,1,0,0
1,0,160,0,0,0,0,0,0,0.0,0.0,0.0,0,11.9,1,1,0,1
1,0,114,8,3,0,0,0,0,0.0,0.0,0.0,0,24.25,1,1,0,1
0,26,82,46,11,1,1,1,1,0.0,0.0,1.0,0,15.0,0,0,0,0
1,0,124,0,0,0,0,0,1,0.0,0.0,0.0,0,15.125,1,1,0,1
0,78,348,174,0,1,1,0,1,0.0,0.0,1.0,0,19.0,0,0,0,0
1,0,94,63,0,0,0,0,1,0.0,0.0,0.0,0,22.0,1,1,0,0
0,74,38,30,17,1,1,1,1,0.0,0.0,0.0,0,14.4,0,0,0,0
0,86,170,149,38,1,1,1,0,0.0,0.0,0.0,0,17.225806451612904,0,0,0,0
1,111,111,13,5,1,1,0,0,0.0,0.0,0.0,0,10.4,0,0,0,0
1,0,124,0,0,0,0,0,0,0.0,0.0,0.0,0,49.0,1,1,0,1
1,0,120,59,86,0,0,1,0,0.0,0.0,0.0,0,35.0,1,1,0,0
1,0,81,0,0,0,0,0,1,0.0,0.0,0.0,0,17.5,1,1,0,1
1,40,47,10,8,1,1,1,0,0.0,0.0,0.0,0,22.545454545454547,0,0,0,0
0,15,194,46,53,1,1,1,1,0.0,0.0,0.0,0,32.0,0,0,0,0
1,36,45,24,10,1,1,0,1,0.0,0.0,1.0,0,19.0,0,0,0,0
0,92,154,77,0,1,1,1,0,1.0,0.0,0.0,0,15.6,0,0,0,0
1,34,139,65,158,1,1,1,0,0.0,0.0,0.0,0,24.0,0,0,0,0
0,0,49,45,0,0,0,1,0,0.0,0.0,0.0,0,21.5,1,1,0,0
0,31,126,93,68,1,1,0,1,0.0,0.0,0.0,1,15.357142857142858,0,0,0,0
0,67,47,19,47,1,1,1,0,0.0,0.0,0.0,0,20.25,0,0,0,0
0,82,162,29,142,1,1,1,1,0.0,0.0,1.0,0,11.28,0,0,0,0
1,0,230,0,0,0,0,0,1,1.0,0.0,0.0,0,24.666666666666668,1,1,0,1
0,118,119,61,0,1,1,1,1,0.0,0.0,1.0,0,19.0,0,0,0,0
1,0,65,25,17,0,0,0,0,0.0,0.0,0.0,0,23.75,1,1,0,0
0,105,140,19,8,1,1,1,1,0.0,0.0,0.0,0,32.2,0,0,0,0
1,0,68,17,54,0,0,0,1,0.0,0.0,0.0,0,183.0,1,1,0,0
1,0,310,164,0,0,0,0,0,0.0,0.0,1.0,0,22.5,1,1,0,0
0,0,56,39,55,0,0,1,1,0.0,0.0,1.0,0,19.0,1,1,0,0
0,46,74,194,60,1,1,1,1,0.0,0.0,0.0,0,18.941176470588236,0,0,0,0
1,0,68,17,54,0,0,0,0,0.0,0.0,0.0,0,14.8,1,1,0,0
1,0,108,4,0,1,1,0,0,0.0,0.0,0.0,0,12.857142857142858,1,1,0,1
0,106,255,82,0,1,1,1,1,0.0,0.0,0.0,0,9.75,0,0,0,0
1,63,210,139,200,1,1,1,0,0.0,0.0,0.0,0,12.3,0,0,0,0
1,0,89,23,0,0,0,0,1,0.0,0.0,0.0,0,14.5,1,1,0,0
1,0,248,287,0,0,0,0,1,1.0,0.0,0.0,0,22.333333333333332,1,1,0,0
1,111,469,104,74,1,1,0,1,0.0,0.0,0.0,0,12.32,0,0,0,0
1,12,70,3,0,1,1,0,1,0.0,0.0,0.0,0,19.625,0,0,0,1
0,0,348,0,0,1,1,0,1,0.0,0.0,0.0,0,14.692307692307692,1,1,0,1
1,81,93,88,0,1,1,0,1,0.0,0.0,1.0,0,19.0,0,0,0,0
0,78,27,6,8,1,1,1,1,1.0,0.0,0.0,0,9.083333333333334,0,0,0,1
0,15,135,90,0,1,1,1,0,0.0,0.0,0.0,0,8.428571428571429,0,0,0,0
1,36,201,64,158,1,1,0,0,0.0,0.0,1.0,0,17.375,0,0,0,0
0,200,53,53,0,1,1,0,1,0.0,0.0,0.0,0,19.181818181818183,0,0,0,0
0,68,130,204,0,1,1,1,0,0.0,0.0,0.0,0,11.0,0,0,0,0
0,68,109,66,38,1,1,1,0,0.0,0.0,0.0,0,10.125,0,0,0,0
0,125,179,0,19,1,1,1,1,0.0,0.0,1.0,0,19.0,0,0,0,1
1,70,289,43,62,1,1,1,1,0.0,0.0,1.0,0,21.857142857142858,0,0,0,0
0,204,245,146,45,1,1,1,1,0.0,0.0,0.0,0,92.0,0,0,0,0
1,0,61,31,20,0,0,0,1,0.0,0.0,0.0,0,13.625,1,1,0,0
1,75,59,28,31,1,1,0,1,0.0,0.0,0.0,0,14.772727272727273,0,0,0,0
0,83,183,29,44,1,1,0,1,0.0,0.0,0.0,0,13.6875,0,0,0,0
1,0,142,45,0,0,0,0,0,0.0,0.0,0.0,0,13.333333333333334,1,1,0,0
0,77,78,11,3,1,1,1,1,1.0,0.0,0.0,0,13.153846153846153,0,0,0,0
1,0,42,17,8,0,0,0,0,0.0,0.0,0.0,0,14.642857142857142,1,1,0,0
0,64,138,32,14,1,1,1,0,0.0,0.0,0.0,0,15.0,0,0,0,0
0,10,38,20,3,1,1,1,1,1.0,0.0,0.0,0,12.571428571428571,0,0,0,0
1,0,55,0,0,0,0,0,1,0.0,0.0,0.0,0,15.142857142857142,1,1,0,1
0,101,337,100,9,1,1,0,1,0.0,0.0,0.0,0,8.903225806451612,0,0,0,0
1,41,307,64,0,1,1,0,1,0.0,0.0,0.0,0,13.652173913043478,0,0,0,0
1,0,5,0,3,0,0,1,1,0.0,0.0,0.0,0,16.0,1,1,1,1
0,25,95,0,0,0,0,0,1,0.0,0.0,0.0,0,9.0,0,0,0,1
1,0,82,65,0,0,0,0,1,1.0,0.0,0.0,0,36.5,1,1,0,0
0,71,141,63,115,1,1,1,1,1.0,0.0,0.0,0,12.88888888888889,0,0,0,0
0,37,106,152,50,1,1,1,0,0.0,0.0,0.0,0,16.142857142857142,0,0,0,0
0,77,59,11,6,1,1,1,1,0.0,0.0,0.0,0,21.0,0,0,0,0
0,68,206,141,0,1,1,0,0,0.0,0.0,1.0,0,17.166666666666668,0,0,0,0
1,20,18,9,6,0,0,0,1,0.0,0.0,0.0,0,20.333333333333332,0,0,0,1
1,71,43,8,10,1,1,0,0,0.0,0.0,0.0,0,5.0,0,0,0,1
0,105,293,18,18,1,1,1,0,0.0,0.0,1.0,0,19.2,0,0,0,0
0,29,269,0,0,0,0,1,1,0.0,0.0,0.0,0,17.285714285714285,0,0,0,1
1,41,573,39,22,1,1,0,0,0.0,0.0,0.0,0,11.4,0,0,0,0
